String ID,Dev Notes / Context,Character Limit,Text
"Ok looks like the sawmill is currently occupied by the bandits. I'll explain what you have to do.\nInside there is a safe with a USB stick, it should contain valuable information for the Green Army, all you have to do is retrieve it.\nObviously this involves killing some bandits. Be careful Hunter, you might find a lot of them.",Quest descriptions,1024,"Ok, on dirait que la scierie est actuellement occupée par les bandits. Je vais vous expliquer ce que vous devez faire.\nA l'intérieur, il y a un coffre-fort avec une clé USB, il devrait contenir des informations précieuses pour l'Armée verte, il ne vous reste plus qu'à la récupérer.\névidemment, cela implique de tuer des bandits. Fais attention Hunter, tu pourrais en trouver beaucoup."
Find the USB drive in the sawmill,Quest objectives,128,Retrouve la clé USB dans la scierie
Equipment p.1,Quest names,64,Equipement p.1
Hey Hunter! We are preparing for an important mission and need all the equipment we can get.\nI want you to bring me some scrap ammo and scrap weapon so that my men can get ready.,Quest descriptions,1024,Hé Chasseur ! Nous nous préparons pour une mission importante et avons besoin de tout l'équipement que nous pouvons obtenir.\nJe veux que tu m'apportes des munitions et des armes de récupération pour que mes hommes puissent se préparer.
Find 250 scrap ammo,Quest objectives,128,Trouve 250 munitions de récupération
Equipment p.2,Quest names,64,équipement p.2
"You seem to be almost as good at retrieving objects as a dog.\nIf you find good quality ammunition, don't sell it, bring it to me.",Quest descriptions,1024,"Tu sembles être presque aussi doué pour récupérer des objets qu'un chien.\nSi tu trouves des munitions de bonne qualité, ne les vends pas, apporte-les-moi."
Find 250 scrap ammo,Quest objectives,128,Trouve 250 munitions de récupération
Ghoul destroyer p.1,Quest names,64,Destructeur de goules p.1
"Hey Hunter!\nAre you up for a simple quest? You have to eliminate a few ghouls, nothing easier.",Quest descriptions,1024,"Hé Chasseur !\nêtes-vous partant pour une Quête simple ? Vous devez éliminer quelques goules, rien de plus facile."
Kill 40 Ghouls,Quest objectives,128,Tuer 40 goules
Ghoul destroyer p.2,Quest names,64,Destructeur de goules p.2
If you liked the last work you will also like this one.\nThere is always a need to eliminate threats in the area.\nIt's an optional job but the rewards will be high.,Quest descriptions,1024,"Si vous avez aimé le dernier travail, vous aimerez aussi celui-ci.\nIl est toujours nécessaire d'éliminer les menaces dans la zone.\nC'est un travail facultatif mais les récompenses seront élevées."
Kill 40 Ghouls,Quest objectives,128,Tuez 40 goules
The Lair,Quest names,64,Le repaire
"We believe that there is a Ghoul's lair hidden somewhere in the forest, unfortunately we have no idea where it is so I sent explorers into the forest to find it.\nThe more people who look for it, the sooner we can find it, right?\nSo I'm asking you to go into the forest and look for it, you'll have to explore the area to find it.\nWhen you find it, approach the entrance to inspect it and then come back to report.",Quest descriptions,1024,"Nous pensons qu'il y a un repaire de goules caché quelque part dans la forêt, malheureusement nous n'avons aucune idée de l'endroit oû il se trouve, j'ai donc envoyé des explorateurs dans la forêt pour le trouver.\nPlus il y a de gens qui le recherchent, plus vite nous pourrons le trouver, n'est-ce pas ?\nJe vous demande donc d'aller dans la forêt et de le chercher, vous devrez explorer la zone pour le trouver.\nLorsque vous le trouvez, approchez-vous de l'entrée pour l'inspecter, puis revenez faire votre rapport."
Find the Ghoul's lair in the forest,Quest objectives,128,Trouvez le repaire des goules dans la forêt
Destroy the Ghoul's lair,Quest names,64,Détruisez le repaire des goules
"Bad news, Hunter.\nWe sent a team to destroy the Ghouls' lair, but we lost contact with them.\nLast we heard, they managed to plant the explosive charges but then something went wrong.\nThere was no explosion, so it didn't end well for them...\nYou seem like a capable guy, so I want to put you in charge of this job.\nBuy some dynamite from our merchant and sneak into the lair, I don't know what you'll find in there so be careful.\nRemember, once you've planted the dynamite, you've got one minute to get out of there.\nGood luck, Hunter!",Quest descriptions,1024,"Mauvaise nouvelle, Hunter.\nNous avons envoyé une équipe pour détruire le repaire des goules, mais nous avons perdu le contact avec eux.\nAux derniéres nouvelles, ils ont réussi à placer les charges explosives, mais quelque chose s'est mal passé.\nIl n'y a pas eu d'explosion, donc ça ne s'est pas bien terminé pour eux...\nVous semblez être un gars compétent, alors je veux vous confier cette mission.\nAchetez de la dynamite à notre marchand et faufilez-vous dans le repaire, je ne sais pas ce que vous y trouverez, alors soyez prudent.\nN'oubliez pas, une fois que vous avez placé la dynamite, vous avez une minute pour sortir de là.\nBonne chance, Hunter!"
Destroy the ghoul's lair,Quest objectives,128,Détruisez le repaire des goules
Cleaning p.1,Quest names,64,Nettoyage p.1
"More and more people want to become Hunters, and while this helps us from one point of view because we have fresh meat to send on suicide missions, on the other hand these Hunters raid the territory in search of fortune.\nGet rid of them but be careful, the same mission will be given to the other Hunters...",Quest descriptions,1024,"De plus en plus de gens veulent devenir Chasseurs, et si cela nous aide d'un point de vue car nous avons de la viande fraîche à envoyer en mission suicide, d'un autre cété ces Chasseurs pillent le territoire à la recherche de fortune.\nDébarrassez-vous d'eux mais soyez prudent, la même mission sera donnée aux autres Chasseurs..."
Kill 15 bandits in the forest,Quest objectives,128,Tuez 15 bandits dans la forêt
Cleaning p.2,Quest names,64,Nettoyage p.2
"Are you ready for some real action? You have to kill Lazar, the leader of the forest bandits.\nHe is located in the police station of the village, maybe you have already met him during one of your hunts.\nPrepare yourself well, he is always surrounded by his guards.\nIt won't be easy to kill him, but afterwards you'll be able to freely enter the police station and take what you want.",Quest descriptions,1024,"êtes-vous prét pour de l'action réelle ? Vous devez tuer Lazar, le chef des bandits de la forêt.\nIl se trouve dans le commissariat du village, peut-être l'avez-vous déjà rencontré lors d'une de vos chasses.\nPréparez-vous bien, il est toujours entouré de ses gardes.\nCe ne sera pas facile de le tuer, mais après vous pourrez entrer librement dans le commissariat et prendre ce que vous voulez."
Kill Lazar,Quest objectives,128,Tuer Lazar
More bandits,Quest names,64,Plus de bandits
"Hey Hunter!\nWe have started a cleaning process, we are trying to eliminate the bandits in the area.\nI thought you might be interested in such a job, are you up for it?",Quest descriptions,1024,"Salut Chasseur !\nNous avons commencé un processus de nettoyage, nous essayons d'éliminer les bandits de la zone.\nJe pensais que tu pourrais être intéressé par un tel travail, es-tu prét à le faire ?"
Kill 15 bandits in the makeshift camp,Quest objectives,128,Tuer 15 bandits dans le camp de fortune
Mark a working truck,Quest names,64,Marquer un camion en état de marche
"We have noticed that there is a fair amount of trucks in the makeshift camp.\nWe could really use some. Go to the makeshift camp and find a working one, they are located in the road.\nWhen you have found it, place a GPS tracker which you can buy from our merchant, then my men will do the rest.",Quest descriptions,1024,"Nous avons remarqué qu'il y a pas mal de camions dans le camp de fortune.\nNous en aurions vraiment besoin. Va au camp de fortune et trouve-en un qui fonctionne, ils sont situés sur la route.\nLorsque tu l'auras trouvé, place un traceur GPS que tu pourras acheter chez notre marchand, puis mes hommes feront le reste."
Find and mark a working truck,Quest objectives,128,Trouve et marque un camion en état de marche
Always in the way,Quest names,64,Toujours sur le chemin
"Did you enjoy eliminating the Hunters?\nI hope so since I have another mission for you, this time I want you to eliminate them in the makeshift camp.\nGood luck!",Quest descriptions,1024,"As-tu aimé éliminer les chasseurs ?\nJe l'espére puisque j'ai une autre mission pour toi, cette fois je veux que tu les élimines dans le camp de fortune.\nBonne chance !"
Kill 15 bandits in the forest,Quest objectives,128,Tuez 15 bandits dans la forêt
Motel p.1,Quest names,64,Motel p.1
"Hey Hunter!\nWe know that in the makeshift camp there is an old motel.\nIt should be abandoned by now but I want to make sure. You need to go there and check it out, check the entrance and see if there is a way in.\nUnfortunately we don't know the exact location but it should be easy to spot from the map once you get there, it should be a paved area.",Quest descriptions,1024,"Hé Hunter !\nNous savons que dans le camp de fortune, il y a un vieux motel.\nIl devrait être abandonné maintenant, mais je veux m'en assurer. Vous devez y aller et le vérifier, vérifier l'entrée et voir s'il y a un moyen d'y entrer.\nMalheureusement, nous ne connaissons pas l'emplacement exact, mais il devrait être facile à repérer sur la carte une fois sur place, ce devrait être une zone pavée."
Find the motel,Quest objectives,128,Trouver le motel
Motel p.2,Quest names,64,Motel p.2
"Well Hunter, like you said the motel entrance is blocked by cars.\nI told my men to remove them and move in. They didn't find anything good. Looks like a Ghoul infestation there.\nThey saw a strange lump of flesh from which those filthy creatures seem to be emerging.\nBe careful though, we don't know how many there are.",Quest descriptions,1024,"Eh bien Hunter, comme tu l'as dit, l'entrée du motel est bloquée par des voitures.\nJ'ai dit à mes hommes de les retirer et d'emménager. Ils n'ont rien trouvé de bon. On dirait une infestation de goules là-bas.\nIls ont vu une étrange masse de chair d'oû ces créatures immondes semblent émerger.\nAttention cependant, nous ne savons pas combien il y en a."
Motel infestation,Quest objectives,128,Infestation du motel
Weird phenomena,Quest names,64,Phénoménes étranges
Weird phenomena p.1,Quest names,64,Phénoménes étranges p.1
"You must have noticed those bodies at the entrance to the bunker, we don't know what's going on yet.\nSome of ours helicopters crashed in the vicinity of the swamp, no call for help or malfunction, just crashed for no apparent reason.\nWhen they recovered the first bodies, we realised that something very strange was happening in that area.\nDid you see the condition of the bodies? My God, I've never seen anything like it.\nThe last helicopter crashed recently, the rescue operation is dangerous because it is in the middle of the swamp, inaccessible to vehicles.\nYou have to go there and see if you can recover the flight recorder of the helicopter, for the crew I don't think there is much left to do...",Quest descriptions,1024,"Vous avez dé remarquer ces corps à l'entrée du bunker, nous ne savons pas encore ce qui se passe.\nCertains de nos hélicoptères se sont écrasés à proximité du marais, aucun appel à l'aide ni dysfonctionnement, ils se sont juste écrasés sans raison apparente.\nQuand ils ont récupéré les premiers corps, nous avons réalisé qu'il se passait quelque chose de très étrange dans cette zone.\nAvez-vous vu l'état des corps ? Mon Dieu, je n'ai jamais rien vu de tel.\nLe dernier hélicoptère s'est écrasé récemment, l'opération de sauvetage est dangereuse car elle est au milieu du marais, inaccessible aux véhicules.\nIl faut y aller et voir si on peut récupérer l'enregistreur de vol de l'hélicoptère, pour l'équipage je ne pense pas qu'il reste grand chose à faire..."
Retrieve the flight recorder,Quest objectives,128,Récupérer l'enregistreur de vol
Preparing for battle,Quest names,64,Préparation de la bataille
"From the helicopter's black box we were able to discover that the crew had spotted a strange purple crystal in the swamp.\nShortly thereafter, there appears to have been an unusual burst of radiation.\nThe crystal appears to be in the swamp village, which is bad news because that place is infested with Ghouls and we blocked the entrance some time ago.\nI'll try to put together a team to exterminate the village, but we need a lot of resources to do it.\nFor now, we're gathering as many resources as you can.\nYou need to do your part too, Hunter.\nOh! And don't forget the Vodka!",Quest descriptions,1024,"Depuis la boîte noire de l'hélicoptère nous avons pu découvrir que l'équipage avait repéré un étrange cristal violet dans le marais.\nPeu de temps après, il semble y avoir eu une explosion inhabituelle de radiations.\nLe cristal semble être dans le village du marais, ce qui est une mauvaise nouvelle car cet endroit est infesté de goules et nous avons bloqué l'entrée il y a quelque temps.\nJe vais essayer de monter une équipe pour exterminer le village, mais nous avons besoin de beaucoup de ressources pour le faire.\nPour l'instant, nous rassemblons autant de ressources que possible.\nTu dois faire ta part aussi, Hunter.\nOh ! Et n'oubliez pas la Vodkaî!"
